FID,Shape,FILENAME,Tile number(fish_lab),xmid,ymid,xmin,xmax,ymin,ymax,trunc_id,trunc_area,perc_trunc,trunc_perc,Height(zrange),BEV Tree Size(orig_area),Truncation,Tile Type,perc_over,indi,Vol
138,Polygon,5144.shp,179,620316.7418,4847287.46,620314.8133,620318.6702,4847285.54,4847289.379,139,14.803939,1.000028,0,4.654003906,14.803518,False,Test,0,5144.shp179,68.89563059
139,Polygon,5146.shp,179,620316.6482,4847300.02,620313.9098,620319.3866,4847297.156,4847302.883,140,31.364538,0.99998,2E-05,5.416000366,31.365161,False,Test,0,5146.shp179,169.8737235
140,Polygon,91.shp,179,620304.9215,4847255.968,620302.8687,620306.9743,4847255.71,4847256.226,141,2.119721,0.115151,0.884849,6.627005615,18.408246,True,Test,0,91.shp179,121.9915496
141,Polygon,94.shp,179,620311.3,4847256.511,620309.3043,620313.2957,4847255.71,4847257.313,142,6.397017,0.489737,0.510263,10.54400513,13.062138,True,Test,0,94.shp179,137.72725
142,Polygon,98.shp,179,620318.05,4847258.037,620316.0042,620320.0958,4847256.24,4847259.833,143,14.699073,1.000028,0,11.20400391,14.698668,False,Test,0,98.shp179,164.6839337
143,Polygon,5670.shp,180,620390.1577,4847260.925,620384.8054,620395.51,4847255.71,4847266.14,144,111.645767,0.666204,0.333796,16.52400757,167.585014,True,Test,0.030058,5670.shp180,2769.17604
144,Polygon,109.shp,180,620340.0796,4847266.15,620338.4093,620341.7498,4847263.955,4847268.346,145,14.669806,0.999982,1.8E-05,7.493994751,14.670071,False,Test,0,109.shp180,109.9374351
145,Polygon,113.shp,180,620348.4717,4847270.49,620345.807,620351.1364,4847267.1,4847273.88,146,36.131733,0.999981,1.9E-05,8.594004517,36.13243,False,Test,0,113.shp180,310.5222666
146,Polygon,122.shp,180,620355.401,4847270.515,620351.7074,620359.0946,4847267.147,4847273.884,147,49.770521,1.00002,0,10.2740033,49.769542,False,Test,0,122.shp180,511.3324385
147,Polygon,128.shp,180,620369.8991,4847275.919,620367.9088,620371.8893,4847274.299,4847277.54,148,12.901995,1.000006,0,5.524005127,12.90192,False,Test,0,128.shp180,71.27027223
148,Polygon,132.shp,180,620377.8479,4847279.141,620375.2063,620380.4894,4847276.795,4847281.486,149,24.78672,1.000004,0,8.553999023,24.78662,False,Test,0,132.shp180,212.0247233
149,Polygon,5663.shp,180,620373.6204,4847258.704,620369.4913,620377.7496,4847255.71,4847261.697,150,49.44369,0.778887,0.221113,18.50399414,63.47992,True,Test,0,5663.shp180,1174.632068
150,Polygon,5080.shp,180,620346.6055,4847286.263,620345.177,620348.034,4847284.694,4847287.831,151,8.963266,0.999976,2.4E-05,3.28399292,8.963478,False,Test,0,5080.shp180,29.43599829
151,Polygon,5150.shp,180,620350.9225,4847313.304,620347.8098,620354.0351,4847310.897,4847315.71,152,29.961124,0.77155,0.22845,7.944003906,38.832377,True,Test,0.065286,5150.shp180,308.4845546
152,Polygon,5177.shp,180,620378.7782,4847314.075,620374.0073,620383.5491,4847312.44,4847315.71,153,31.203594,0.317529,0.682471,11.51399414,98.26994,True,Test,0,5177.shp180,1131.479513
153,Polygon,5180.shp,180,620353.4482,4847308.073,620349.7047,620357.1916,4847304.797,4847311.349,154,49.052671,0.999988,1.2E-05,8.783994141,49.053249,False,Test,0.039876,5180.shp180,430.8834518
154,Polygon,5652.shp,180,620373.4777,4847258.704,620369.2058,620377.7496,4847255.71,4847261.697,155,51.152936,0.47311,0.52689,18.50399414,108.120659,True,Test,0.966586,5652.shp180,2000.664041
155,Polygon,5655.shp,180,620377.9434,4847256.475,620374.8665,620381.0202,4847255.71,4847257.239,156,9.409007,0.208163,0.791837,12.79400513,45.200189,True,Test,0.468515,5655.shp180,578.2914498
156,Polygon,5659.shp,180,620374.4486,4847264.806,620371.5043,620377.3929,4847261.578,4847268.035,157,38.02269,0.99999,1E-05,8.323999634,38.023079,False,Test,0.018523,5659.shp180,316.5040957
157,Polygon,5677.shp,180,620394.6958,4847266.14,620393.8816,620395.51,4847264.079,4847268.202,158,6.713568,0.179601,0.820399,16.33400391,37.380419,True,Test,0.499854,5677.shp180,610.57191
158,Polygon,5497.shp,181,620413.6663,4847280.468,620409.0091,620418.3235,4847275.198,4847285.739,159,98.17657,1.000002,0,16.01400147,98.176419,False,Test,0.521033,5497.shp181,1572.197318
159,Polygon,5670.shp,181,620398.0295,4847260.925,620395.51,620400.5489,4847255.71,4847266.14,160,52.554215,0.313597,0.686403,16.52400757,167.585014,True,Test,0.19759,5670.shp181,2769.17604
160,Polygon,5072.shp,181,620404.4314,4847305.86,620402.235,620406.6277,4847303.845,4847307.874,161,17.699067,1.000015,0,5.123994751,17.698796,False,Test,0,5072.shp181,90.6885378
161,Polygon,5076.shp,181,620397.9457,4847303.441,620395.9087,620399.9827,4847301.4,4847305.483,162,16.635772,0.999954,4.6E-05,4.964000244,16.636545,False,Test,0,5076.shp181,82.58381344
162,Polygon,5478.shp,181,620431.4684,4847268.086,620428.9465,620433.9902,4847265.697,4847270.476,163,24.10132,0.999996,4E-06,5.224004517,24.101427,False,Test,0,5478.shp181,125.9059635
163,Polygon,5484.shp,181,620455.2807,4847305.905,620455.0513,620455.51,4847300.708,4847311.102,164,4.767774,0.041907,0.958093,18.75400696,113.769363,True,Test,0,5484.shp181,2133.631425
164,Polygon,5487.shp,181,620410.1066,4847290.837,620407.0636,620413.1495,4847287.297,4847294.378,165,43.094258,1.000018,0,13.94300537,43.09348,False,Test,0.533805,5487.shp181,600.8526231
165,Polygon,5493.shp,181,620414.0671,4847288.382,620409.6419,620418.4923,4847284.507,4847292.257,166,68.58529,0.999986,1.4E-05,13.66400085,68.586224,False,Test,0.414965,5493.shp181,937.1622233
166,Polygon,5501.shp,181,620406.6773,4847280.683,620402.6053,620410.7493,4847275.827,4847285.539,167,79.095342,0.999994,6E-06,14.45799622,79.095784,False,Test,0.577875,5501.shp181,1143.566546
167,Polygon,5505.shp,181,620403.6292,4847289.285,620399.3758,620407.8825,4847286.547,4847292.022,168,46.577585,1.000019,0,13.28399475,46.576678,False,Test,0.374303,5505.shp181,618.7243461
168,Polygon,5517.shp,181,620404.7433,4847284.662,620399.6063,620409.8803,4847281.04,4847288.283,169,74.414582,1.000011,0,14.90399475,74.413794,False,Test,0.666734,5517.shp181,1109.062795
169,Polygon,5536.shp,181,620414.2821,4847273.863,620410.3148,620418.2493,4847269.286,4847278.439,170,72.621305,0.999999,1E-06,9.504005737,72.621401,False,Test,0.354052,5536.shp181,690.1942117
170,Polygon,5677.shp,181,620399.2292,4847266.14,620395.51,620402.9484,4847264.079,4847268.202,171,30.667036,0.820404,0.179596,16.33400391,37.380419,True,Test,0.482679,5677.shp181,610.57191
171,Polygon,5690.shp,181,620403.6199,4847265.542,620401.5506,620405.6891,4847263.844,4847267.24,172,14.053932,0.999965,3.5E-05,4.314007568,14.054426,False,Test,0.314372,5690.shp181,60.63090013
172,Polygon,5342.shp,182,620480.6513,4847280.921,620474.6071,620486.6955,4847275.555,4847286.286,173,129.72062,0.999988,1.2E-05,14.66400635,129.722199,False,Test,0.016656,5342.shp182,1902.24715
173,Polygon,5403.shp,182,620480.6829,4847259.125,620476.225,620485.1407,4847255.71,4847262.54,174,60.891556,0.853877,0.146123,9.993995361,71.311842,True,Test,0,5403.shp182,712.6902181
174,Polygon,5407.shp,182,620469.62,4847276.515,620464.2514,620474.9885,4847271.811,4847281.22,175,101.033964,1.000007,0,11.74700745,101.033241,False,Test,0.206067,5407.shp182,1186.838234
175,Polygon,5411.shp,182,620462.8623,4847278.911,620458.4757,620467.2489,4847274.995,4847282.827,176,68.711702,1.00001,0,10.76400757,68.711021,False,Test,0.271557,5411.shp182,739.60595
176,Polygon,5484.shp,182,620460.7534,4847305.905,620455.51,620465.9968,4847300.708,4847311.102,177,109.000848,0.958086,0.041914,18.75400696,113.769363,True,Test,0,5484.shp182,2133.631425
177,Polygon,5231.shp,183,620539.0722,4847315.126,620534.551,620543.5934,4847314.541,4847315.71,178,10.570566,0.131377,0.868623,10.38399902,80.459513,True,Test,0,5231.shp183,835.4915044
178,Polygon,4546.shp,183,620573.0255,4847311.185,620570.5409,620575.51,4847308.441,4847313.93,179,27.277378,0.87047,0.12953,6.803997192,31.336363,True,Test,0.253305,4546.shp183,213.2125259
179,Polygon,4587.shp,183,620574.8807,4847312.02,620574.2513,620575.51,4847308.33,4847315.71,180,9.289206,0.112837,0.887163,10.71399841,82.324473,True,Test,0.743821,4587.shp183,882.0242731
180,Polygon,4624.shp,183,620573.9395,4847302.279,620572.369,620575.51,4847299.675,4847304.883,181,16.358642,0.569659,0.430341,7.90399353,28.716539,True,Test,0,4624.shp183,226.9753385
181,Polygon,4756.shp,183,620575.0099,4847292.99,620574.5098,620575.51,4847288.941,4847297.039,182,8.09962,0.136277,0.863723,9.254000854,59.435148,True,Test,0,4756.shp183,550.0129103
182,Polygon,5252.shp,183,620547.2367,4847293.989,620542.3243,620552.149,4847288.74,4847299.239,183,103.148543,0.99999,1E-05,10.94200501,103.149531,False,Test,0.716894,5252.shp183,1128.662684
183,Polygon,5256.shp,183,620552.6687,4847284.586,620546.9887,620558.3486,4847279.441,4847289.73,184,116.879739,0.999999,1E-06,11.34399963,116.879853,False,Test,0.529049,5256.shp183,1325.88501
184,Polygon,5260.shp,183,620553.4629,4847274.84,620547.7076,620559.2182,4847268.941,4847280.739,185,135.795473,1.000016,0,10.42400024,135.793265,False,Test,0.665549,5260.shp183,1415.509027
185,Polygon,5263.shp,183,620557.2393,4847267.5,620551.508,620562.9706,4847262.86,4847272.139,186,106.361465,0.999999,1E-06,10.53400024,106.361597,False,Test,0.279892,5263.shp183,1120.413089
186,Polygon,5296.shp,183,620560.1501,4847259.222,620554.4505,620565.8496,4847255.71,4847262.734,187,80.067278,0.421469,0.578531,10.93399353,189.972086,True,Test,0.02602,5296.shp183,2077.153559
187,Polygon,5304.shp,183,620557.7219,4847276.524,620552.2905,620563.1532,4847272.309,4847280.74,188,91.576154,0.999954,4.6E-05,10.03400024,91.580394,False,Test,0.637742,5304.shp183,918.9176957
188,Polygon,5308.shp,183,620557.0824,4847286.61,620555.1501,620559.0146,4847283.741,4847289.479,189,22.176433,1.000016,0,6.354001465,22.176087,False,Test,0.827662,5308.shp183,140.9068893
189,Polygon,5311.shp,183,620549.8714,4847291.59,620545.9508,620553.7919,4847287.441,4847295.739,190,65.065448,0.999997,3E-06,10.73400513,65.065648,False,Test,0.84827,5311.shp183,698.4149992
190,Polygon,5329.shp,183,620544.828,4847301.388,620539.9074,620549.7486,4847296.241,4847306.535,191,101.30236,1.000006,0,11.26500427,101.301751,False,Test,0.219682,5329.shp183,1141.164658
191,Polygon,5358.shp,183,620538.515,4847262.257,620532.5773,620544.4527,4847256.828,4847267.685,192,128.938343,1.000004,0,12.93400147,128.937865,False,Test,0.584702,5358.shp183,1667.682535
192,Polygon,5361.shp,183,620544.6473,4847260.074,620534.5475,620554.7471,4847255.71,4847264.439,193,176.320288,0.540722,0.459278,14.65400147,326.082962,True,Test,0.468392,5361.shp183,4778.420203
193,Polygon,5364.shp,183,620545.5048,4847278.773,620542.9239,620548.0856,4847276.497,4847281.05,194,23.500704,0.999991,9E-06,9.384001465,23.500913,False,Test,0.461799,5364.shp183,220.532602
194,Polygon,5367.shp,183,620543.9191,4847283.74,620538.8849,620548.9532,4847279.141,4847288.339,195,92.610237,0.999987,1.3E-05,13.16399902,92.611484,False,Test,0.829199,5367.shp183,1219.137485
195,Polygon,5371.shp,183,620542.3328,4847286.541,620536.8035,620547.862,4847282.05,4847291.031,196,99.315283,0.999984,1.6E-05,12.70399414,99.316865,False,Test,0.703921,5371.shp183,1261.720871
196,Polygon,4546.shp,184,620575.8797,4847311.185,620575.51,620576.2493,4847308.441,4847313.93,197,4.058313,0.129508,0.870492,6.803997192,31.336363,True,Test,0,4546.shp184,213.2125259
197,Polygon,4587.shp,184,620579.7498,4847312.02,620575.51,620583.9895,4847308.33,4847315.71,198,62.57871,0.760147,0.239853,10.71399841,82.324473,True,Test,0.172376,4587.shp184,882.0242731
198,Polygon,4624.shp,184,620576.6964,4847302.279,620575.51,620577.8828,4847299.675,4847304.883,199,12.35778,0.430337,0.569663,7.90399353,28.716539,True,Test,0.334879,4624.shp184,226.9753385
199,Polygon,4666.shp,184,620582.0421,4847304.273,620577.0882,620586.996,4847299.241,4847309.305,200,99.711108,1.000002,0,10.79400147,99.710899,False,Test,0.153394,4666.shp184,1076.27959
200,Polygon,4756.shp,184,620578.6797,4847292.99,620575.51,620581.8493,4847288.941,4847297.039,201,51.335651,0.863725,0.136275,9.254000854,59.435148,True,Test,0.219128,4756.shp184,550.0129103
201,Polygon,4783.shp,184,620584.9227,4847295.331,620580.0512,620589.7942,4847290.783,4847299.879,202,88.620379,0.999997,3E-06,10.7540033,88.620637,False,Test,0.313291,4783.shp184,953.0266224
202,Polygon,4816.shp,184,620580.9909,4847285.29,620578.3323,620583.6495,4847282.396,4847288.183,203,30.76851,1.000011,0,6.973998413,30.768185,False,Test,0.305462,4816.shp184,214.5772734
203,Polygon,4856.shp,184,620587.2308,4847286.89,620582.0253,620592.4363,4847281.441,4847292.339,204,113.452831,0.999992,8E-06,11.23399658,113.453713,False,Test,0.271131,4856.shp184,1274.538624
204,Polygon,4895.shp,184,620583.5296,4847277.546,620579.7101,620587.349,4847274.31,4847280.782,205,49.438961,1.000018,0,7.244000244,49.438082,False,Test,0.26153,4895.shp184,358.1294781
205,Polygon,4932.shp,184,620590.1722,4847278.215,620585.3512,620594.9932,4847273.679,4847282.75,206,87.468367,0.999994,6E-06,9.143999634,87.468868,False,Test,0.301077,4932.shp184,799.815297
206,Polygon,4975.shp,184,620586.5115,4847268.041,620582.6098,620590.4131,4847263.697,4847272.385,207,67.800533,1.000007,0,8.490999146,67.80009,False,Test,0.179897,4975.shp184,575.6905063
207,Polygon,5009.shp,184,620593.4835,4847269.722,620588.7377,620598.2293,4847265.105,4847274.339,208,87.644485,0.999994,6E-06,10.24400147,87.644999,False,Test,0.198643,5009.shp184,897.8354982
208,Polygon,5084.shp,184,620596.4265,4847260.99,620592.1586,620600.6944,4847256.697,4847265.284,209,73.291793,0.999999,1E-06,9.494007568,73.291872,False,Test,0.014777,5084.shp184,695.8335874
209,Polygon,5126.shp,184,620599.2365,4847255.998,620594.8823,620603.5907,4847255.71,4847256.285,210,5.010813,0.069417,0.930583,10.35400147,72.184279,True,Test,0,5126.shp184,747.3961305
210,Polygon,5378.shp,185,620661.9954,4847263.06,620657.3172,620666.6736,4847257.741,4847268.378,211,99.522156,1.000003,0,9.524005737,99.521866,False,Test,0,5378.shp185,947.8468227
211,Polygon,4006.shp,187,620811.7807,4847315.315,620808.0514,620815.51,4847314.92,4847315.71,212,5.890802,0.047412,0.952588,10.21400513,124.246195,True,Test,0,4006.shp187,1269.051273
212,Polygon,5533.shp,187,620770.9486,4847313.566,620768.1068,620773.7904,4847311.422,4847315.71,213,24.371845,0.595589,0.404411,7.224006348,40.920562,True,Test,0,5533.shp187,295.6103997
213,Polygon,4006.shp,188,620817.5515,4847315.315,620815.51,620819.593,4847314.92,4847315.71,214,3.224753,0.025955,0.974045,10.21400513,124.246195,True,Test,0,4006.shp188,1269.051273
214,Polygon,4785.shp,216,620127.5466,4847370.667,620124.7079,620130.3853,4847367.795,4847373.539,215,32.615528,0.99999,1E-05,5.014006348,32.615843,False,Test,0,4785.shp216,163.5360438
215,Polygon,4788.shp,216,620127.4791,4847361.814,620124.8088,620130.1494,4847359.141,4847364.486,216,28.549779,0.999996,4E-06,5.384001465,28.549886,False,Test,0,4788.shp216,153.712628
216,Polygon,4791.shp,216,620128.1433,4847353.134,620124.9508,620131.3357,4847350.141,4847356.127,217,38.223842,0.999993,7E-06,5.784001465,38.224107,False,Test,0,4791.shp216,221.0882909
217,Polygon,4794.shp,216,620127.9351,4847344.423,620124.4203,620131.4498,4847340.807,4847348.039,218,50.837344,0.999996,4E-06,6.53399292,50.837531,False,Test,0,4794.shp216,332.1720676
218,Polygon,4798.shp,216,620127.9296,4847335.743,620124.51,620131.3492,4847332.406,4847339.08,219,45.643453,1.000002,0,6.284000854,45.643383,False,Test,0,4798.shp216,286.8230578
219,Polygon,4801.shp,216,620128.2091,4847325.88,620125.0227,620131.3955,4847322.71,4847329.05,220,40.406738,1.000005,0,5.284001465,40.406539,False,Test,0,4801.shp216,213.5082113
220,Polygon,4804.shp,216,620128.2803,4847318.025,620125.3099,620131.2507,4847315.71,4847320.34,221,27.502934,0.883054,0.116946,5.604000854,31.145253,True,Test,0,4804.shp216,174.5380244
221,Polygon,2665.shp,218,620241.5087,4847370.521,620239.2393,620243.778,4847368.358,4847372.683,222,19.629424,1.000039,0,5.384002075,19.628663,False,Test,0,2665.shp218,105.6807623
222,Polygon,2671.shp,218,620236.6195,4847371.969,620234.6505,620238.5885,4847370.1,4847373.838,223,14.721425,0.999976,2.4E-05,6.613996582,14.721778,False,Test,0,2671.shp218,97.36978937
223,Polygon,2675.shp,218,620231.8703,4847373.115,620229.6504,620234.0901,4847370.753,4847375.476,224,20.966927,1.000009,0,5.224003906,20.966731,False,Test,0.119136,2675.shp218,109.5302846
224,Polygon,2679.shp,218,620227.7595,4847373.854,620225.1505,620230.3685,4847371.997,4847375.71,225,19.372869,0.620643,0.379357,7.693995972,31.214183,True,Test,0.41021,2679.shp218,240.1617983
225,Polygon,2683.shp,218,620224.6725,4847374.309,620222.2505,620227.0945,4847372.907,4847375.71,226,13.577732,0.556096,0.443904,7.453999634,24.416185,True,Test,0.579456,2683.shp218,181.9982341
226,Polygon,2687.shp,218,620220.7264,4847374.954,620217.6035,620223.8493,4847374.197,4847375.71,227,9.448646,0.252585,0.747415,7.373996582,37.407852,True,Test,0.25598,2687.shp218,275.8453728
227,Polygon,4967.shp,218,620245,4847316.995,620241.7044,620248.2956,4847315.71,4847318.28,228,16.939384,0.384411,0.615589,8.804006958,44.065777,True,Test,0,4967.shp218,387.9554073
228,Polygon,4971.shp,218,620260.8466,4847333.268,620256.3094,620265.3837,4847329.494,4847337.042,229,68.48465,1.00001,0,7.334002686,68.483934,False,Test,0.070934,4971.shp218,502.2613559
229,Polygon,4978.shp,218,620262.4767,4847327.112,620260.1658,620264.7875,4847325.042,4847329.183,230,19.141695,0.999988,1.2E-05,4.984001465,19.141923,False,Test,0.064536,4978.shp218,95.40337227
230,Polygon,4982.shp,218,620268.5509,4847330.197,620264.41,620272.6917,4847325.911,4847334.484,231,70.99653,0.999994,6E-06,7.263995361,70.996984,False,Test,0.085824,4982.shp218,515.7217624
231,Polygon,4767.shp,219,620295.1291,4847373.175,620292.1089,620298.1493,4847370.641,4847375.71,232,30.621204,0.905441,0.094559,10.22399414,33.819108,True,Test,0,4767.shp219,345.766362
232,Polygon,4775.shp,219,620295.7421,4847368.964,620294.6343,620296.8498,4847367.756,4847370.173,233,5.355971,1.000013,0,4.844000244,5.3559,False,Test,0,4775.shp219,25.94398091
233,Polygon,4780.shp,219,620298.2704,4847362.567,620296.2506,620300.2902,4847360.899,4847364.235,234,13.478933,0.999956,4.4E-05,5.363994141,13.479526,False,Test,0,4780.shp219,72.30409849
234,Polygon,4990.shp,219,620311.9019,4847335.516,620309.5098,620314.2939,4847333.252,4847337.78,235,21.664318,0.999972,2.8E-05,12.58399902,21.66493,False,Test,0,4990.shp219,272.631458
235,Polygon,4993.shp,219,620321.0783,4847338.317,620318.6072,620323.5494,4847336.35,4847340.283,236,19.441626,0.999992,8E-06,12.31199951,19.441781,False,Test,0,4993.shp219,239.3671982
236,Polygon,4997.shp,219,620328.0717,4847340.771,620325.6507,620330.4927,4847338.755,4847342.787,237,19.520523,0.999996,4E-06,11.69399597,19.520607,False,Test,0,4997.shp219,228.2738996
237,Polygon,5157.shp,220,620356.3637,4847322.43,620354.6186,620358.1087,4847319.741,4847325.119,238,18.771154,1.000021,0,9.044002686,18.770765,False,Test,0.989141,5157.shp220,169.7628491
238,Polygon,5015.shp,220,620366.9718,4847352.846,620363.9511,620369.9924,4847351.113,4847354.578,239,20.934313,1.000003,0,11.95399414,20.934258,False,Test,0,5015.shp220,250.2479975
239,Polygon,5022.shp,220,620378.8,4847359.792,620377.9502,620379.6498,4847359.099,4847360.484,240,2.354116,1.000051,0,3.144002075,2.353996,False,Test,0,5022.shp220,7.400968309
240,Polygon,5025.shp,220,620387.3018,4847360.521,620384.1055,620390.4981,4847358.032,4847363.01,241,31.821084,1.000022,0,12.79400085,31.820385,False,Test,0,5025.shp220,407.1100329
241,Polygon,5028.shp,220,620394.5585,4847363.412,620393.607,620395.51,4847361.54,4847365.283,242,7.122929,0.429796,0.570204,11.72400269,16.572821,True,Test,0,5028.shp220,194.2997979
